plan_id,period_end,business_unit_id,region,currency_code,budget_revenue_usd_m,budget_ebitda_usd_m,budget_da_usd_m,budget_tax_rate,budget_capex_usd_m,budget_change_nwc_usd_m,budget_fcf_usd_m,budget_version
BP_202604_BU05_NA,2026-04-30,BU05,North America,USD,201.81,67.26,7.18,0.2483,11.93,5.61,34.8,FY2026 Annual Budget
BP_202605_BU01_APAC,2026-05-31,BU01,Asia Pacific,USD,291.27,92.36,10.96,0.2261,23.54,-3.23,53.65,FY2026 Annual Budget
BP_202605_BU01_EU,2026-05-31,BU01,Europe,USD,183.65,55.88,7.61,0.2573,12.94,-2.92,33.44,FY2026 Annual Budget
BP_202605_BU01_LATAM,2026-05-31,BU01,Latin America,USD,82.28,24.43,3.35,0.2716,5.8,-1.41,14.31,FY2026 Annual Budget
BP_202605_BU01_NA,2026-05-31,BU01,North America,USD,304.81,94.47,12.64,0.2481,21.48,-4.14,56.83,FY2026 Annual Budget
BP_202605_BU02_APAC,2026-05-31,BU02,Asia Pacific,USD,146.39,28.87,8.16,0.2267,10.0,10.1,4.08,FY2026 Annual Budget
BP_202605_BU02_EU,2026-05-31,BU02,Europe,USD,156.97,29.34,9.07,0.2568,10.72,11.14,2.27,FY2026 Annual Budget
BP_202605_BU02_LATAM,2026-05-31,BU02,Latin America,USD,73.98,13.42,4.21,0.272,5.05,5.49,0.37,FY2026 Annual Budget
BP_202605_BU02_NA,2026-05-31,BU02,North America,USD,237.28,45.73,13.66,0.2503,16.22,15.79,5.69,FY2026 Annual Budget
BP_202605_BU03_APAC,2026-05-31,BU03,Asia Pacific,USD,113.1,29.05,7.28,0.2261,9.69,-1.03,15.47,FY2026 Annual Budget
BP_202605_BU03_EU,2026-05-31,BU03,Europe,USD,131.1,32.58,8.93,0.2576,11.23,-0.63,15.89,FY2026 Annual Budget
BP_202605_BU03_LATAM,2026-05-31,BU03,Latin America,USD,44.34,10.7,2.88,0.2724,3.8,-0.26,5.03,FY2026 Annual Budget
BP_202605_BU03_NA,2026-05-31,BU03,North America,USD,254.83,63.38,16.91,0.2477,21.83,-0.73,30.77,FY2026 Annual Budget
BP_202605_BU04_APAC,2026-05-31,BU04,Asia Pacific,USD,145.38,30.71,10.2,0.2261,14.82,18.6,-7.35,FY2026 Annual Budget
BP_202605_BU04_EU,2026-05-31,BU04,Europe,USD,142.7,25.87,13.1,0.2583,15.73,23.51,-16.67,FY2026 Annual Budget
BP_202605_BU04_LATAM,2026-05-31,BU04,Latin America,USD,59.46,11.7,4.23,0.2725,6.06,8.47,-4.87,FY2026 Annual Budget
BP_202605_BU04_NA,2026-05-31,BU04,North America,USD,216.32,45.08,15.59,0.2478,22.05,28.84,-13.12,FY2026 Annual Budget
BP_202605_BU05_APAC,2026-05-31,BU05,Asia Pacific,USD,160.82,53.84,5.63,0.2262,11.29,-0.98,32.62,FY2026 Annual Budget
BP_202605_BU05_EU,2026-05-31,BU05,Europe,USD,102.13,33.63,3.65,0.2586,7.17,-0.64,19.35,FY2026 Annual Budget
BP_202605_BU05_LATAM,2026-05-31,BU05,Latin America,USD,52.4,16.79,1.85,0.2721,3.68,-0.35,9.39,FY2026 Annual Budget
BP_202605_BU05_NA,2026-05-31,BU05,North America,USD,206.7,68.45,7.32,0.2483,14.51,-1.11,39.87,FY2026 Annual Budget
BP_202606_BU01_APAC,2026-06-30,BU01,Asia Pacific,USD,308.63,99.1,11.19,0.2261,24.81,22.11,32.3,FY2026 Annual Budget
BP_202606_BU01_EU,2026-06-30,BU01,Europe,USD,193.7,59.96,7.74,0.2573,13.57,12.73,20.22,FY2026 Annual Budget
BP_202606_BU01_LATAM,2026-06-30,BU01,Latin America,USD,86.82,25.85,3.41,0.2716,6.08,6.3,7.38,FY2026 Annual Budget
BP_202606_BU01_NA,2026-06-30,BU01,North America,USD,321.53,99.32,12.84,0.2481,22.52,18.25,37.09,FY2026 Annual Budget
BP_202606_BU02_APAC,2026-06-30,BU02,Asia Pacific,USD,150.06,29.72,8.22,0.2267,10.18,7.18,7.49,FY2026 Annual Budget
BP_202606_BU02_EU,2026-06-30,BU02,Europe,USD,160.81,30.36,9.14,0.2568,10.92,6.79,7.2,FY2026 Annual Budget
BP_202606_BU02_LATAM,2026-06-30,BU02,Latin America,USD,75.82,13.91,4.24,0.272,5.14,3.54,2.6,FY2026 Annual Budget
BP_202606_BU02_NA,2026-06-30,BU02,North America,USD,243.13,46.89,13.76,0.2503,16.5,9.36,12.74,FY2026 Annual Budget
BP_202606_BU03_APAC,2026-06-30,BU03,Asia Pacific,USD,114.9,29.35,7.34,0.2261,9.78,-0.88,15.47,FY2026 Annual Budget
BP_202606_BU03_EU,2026-06-30,BU03,Europe,USD,133.12,32.99,9.0,0.2576,11.33,-2.1,17.58,FY2026 Annual Budget
BP_202606_BU03_LATAM,2026-06-30,BU03,Latin America,USD,45.04,10.93,2.91,0.2724,3.83,-0.6,5.52,FY2026 Annual Budget
BP_202606_BU03_NA,2026-06-30,BU03,North America,USD,258.8,65.14,17.04,0.2477,22.03,-4.19,35.39,FY2026 Annual Budget
BP_202606_BU04_APAC,2026-06-30,BU04,Asia Pacific,USD,147.28,31.04,10.25,0.2261,14.91,-3.69,15.12,FY2026 Annual Budget
BP_202606_BU04_EU,2026-06-30,BU04,Europe,USD,144.48,25.4,13.16,0.2583,15.83,-6.04,12.45,FY2026 Annual Budget
BP_202606_BU04_LATAM,2026-06-30,BU04,Latin America,USD,60.23,11.82,4.26,0.2725,6.1,-2.1,5.76,FY2026 Annual Budget
BP_202606_BU04_NA,2026-06-30,BU04,North America,USD,219.06,45.89,15.68,0.2478,22.19,-7.72,23.93,FY2026 Annual Budget
BP_202606_BU05_APAC,2026-06-30,BU05,Asia Pacific,USD,169.7,57.68,5.76,0.2262,13.41,11.36,21.17,FY2026 Annual Budget
BP_202606_BU05_EU,2026-06-30,BU05,Europe,USD,107.71,35.71,3.73,0.2586,8.51,6.96,11.97,FY2026 Annual Budget
BP_202606_BU05_LATAM,2026-06-30,BU05,Latin America,USD,55.28,18.0,1.9,0.2721,4.37,4.01,5.24,FY2026 Annual Budget
BP_202606_BU05_NA,2026-06-30,BU05,North America,USD,218.04,73.29,7.48,0.2483,17.23,12.34,27.38,FY2026 Annual Budget
BP_202607_BU01_APAC,2026-07-31,BU01,Asia Pacific,USD,292.95,92.91,11.41,0.2261,23.19,-16.9,68.19,FY2026 Annual Budget
BP_202607_BU01_EU,2026-07-31,BU01,Europe,USD,183.01,55.3,7.86,0.2573,12.59,-11.22,41.72,FY2026 Annual Budget
BP_202607_BU01_LATAM,2026-07-31,BU01,Latin America,USD,82.06,24.29,3.46,0.2716,5.65,-5.51,18.49,FY2026 Annual Budget
BP_202607_BU01_NA,2026-07-31,BU01,North America,USD,303.84,92.67,13.04,0.2481,20.9,-15.89,67.9,FY2026 Annual Budget
BP_202607_BU02_APAC,2026-07-31,BU02,Asia Pacific,USD,144.54,28.58,8.22,0.2267,9.64,9.91,4.41,FY2026 Annual Budget
BP_202607_BU02_EU,2026-07-31,BU02,Europe,USD,154.8,29.27,9.14,0.2568,10.33,12.75,1.02,FY2026 Annual Budget
BP_202607_BU02_LATAM,2026-07-31,BU02,Latin America,USD,73.02,13.14,4.25,0.272,4.88,5.95,-0.11,FY2026 Annual Budget
BP_202607_BU02_NA,2026-07-31,BU02,North America,USD,234.08,44.6,13.76,0.2503,15.62,18.9,2.36,FY2026 Annual Budget
BP_202607_BU03_APAC,2026-07-31,BU03,Asia Pacific,USD,113.84,29.31,7.34,0.2261,9.52,1.21,13.61,FY2026 Annual Budget
BP_202607_BU03_EU,2026-07-31,BU03,Europe,USD,131.82,32.16,8.99,0.2576,11.02,2.15,13.02,FY2026 Annual Budget
BP_202607_BU03_LATAM,2026-07-31,BU03,Latin America,USD,44.62,10.77,2.9,0.2724,3.73,0.71,4.19,FY2026 Annual Budget
BP_202607_BU03_NA,2026-07-31,BU03,North America,USD,256.3,63.71,17.03,0.2477,21.43,4.38,26.34,FY2026 Annual Budget
BP_202607_BU04_APAC,2026-07-31,BU04,Asia Pacific,USD,137.93,28.36,10.31,0.2261,13.73,13.66,-3.11,FY2026 Annual Budget
BP_202607_BU04_EU,2026-07-31,BU04,Europe,USD,135.24,22.12,13.22,0.2583,14.57,18.89,-13.64,FY2026 Annual Budget
BP_202607_BU04_LATAM,2026-07-31,BU04,Latin America,USD,56.4,10.98,4.28,0.2725,5.61,6.87,-3.33,FY2026 Annual Budget
BP_202607_BU04_NA,2026-07-31,BU04,North America,USD,205.08,41.81,15.76,0.2478,20.41,24.23,-9.29,FY2026 Annual Budget
BP_202607_BU05_APAC,2026-07-31,BU05,Asia Pacific,USD,167.1,56.59,5.89,0.2262,12.01,-4.53,37.64,FY2026 Annual Budget
BP_202607_BU05_EU,2026-07-31,BU05,Europe,USD,106.01,34.61,3.81,0.2586,7.62,-2.79,21.82,FY2026 Annual Budget
BP_202607_BU05_LATAM,2026-07-31,BU05,Latin America,USD,54.43,17.4,1.94,0.2721,3.91,-1.6,10.88,FY2026 Annual Budget
BP_202607_BU05_NA,2026-07-31,BU05,North America,USD,214.63,71.34,7.65,0.2483,15.43,-4.85,44.95,FY2026 Annual Budget
BP_202608_BU01_APAC,2026-08-31,BU01,Asia Pacific,USD,298.35,95.33,11.63,0.2261,23.11,4.09,49.21,FY2026 Annual Budget
BP_202608_BU01_EU,2026-08-31,BU01,Europe,USD,185.53,55.67,7.97,0.2573,12.46,1.53,29.41,FY2026 Annual Budget
BP_202608_BU01_LATAM,2026-08-31,BU01,Latin America,USD,83.21,24.51,3.51,0.2716,5.59,0.8,12.42,FY2026 Annual Budget
BP_202608_BU01_NA,2026-08-31,BU01,North America,USD,308.06,94.79,13.23,0.2481,20.68,2.2,51.67,FY2026 Annual Budget
BP_202608_BU02_APAC,2026-08-31,BU02,Asia Pacific,USD,148.23,29.26,8.17,0.2267,9.65,-7.17,22.0,FY2026 Annual Budget
BP_202608_BU02_EU,2026-08-31,BU02,Europe,USD,158.66,30.06,9.08,0.2568,10.33,-9.65,23.99,FY2026 Annual Budget
BP_202608_BU02_LATAM,2026-08-31,BU02,Latin America,USD,74.87,13.55,4.22,0.272,4.88,-4.56,10.69,FY2026 Annual Budget
BP_202608_BU02_NA,2026-08-31,BU02,North America,USD,239.96,45.97,13.67,0.2503,15.62,-13.44,35.71,FY2026 Annual Budget
BP_202608_BU03_APAC,2026-08-31,BU03,Asia Pacific,USD,115.08,29.32,7.28,0.2261,9.39,-2.67,17.62,FY2026 Annual Budget
BP_202608_BU03_EU,2026-08-31,BU03,Europe,USD,133.18,32.73,8.91,0.2576,10.87,-3.72,19.44,FY2026 Annual Budget
BP_202608_BU03_LATAM,2026-08-31,BU03,Latin America,USD,45.1,10.79,2.88,0.2724,3.68,-1.25,6.21,FY2026 Annual Budget
BP_202608_BU03_NA,2026-08-31,BU03,North America,USD,259.0,64.62,16.88,0.2477,21.13,-6.85,38.51,FY2026 Annual Budget
BP_202608_BU04_APAC,2026-08-31,BU04,Asia Pacific,USD,137.0,28.08,10.36,0.2261,13.3,-25.87,36.64,FY2026 Annual Budget
BP_202608_BU04_EU,2026-08-31,BU04,Europe,USD,134.24,20.94,13.27,0.2583,14.14,-32.46,37.28,FY2026 Annual Budget
BP_202608_BU04_LATAM,2026-08-31,BU04,Latin America,USD,56.01,10.92,4.3,0.2725,5.43,-11.54,15.23,FY2026 Annual Budget
BP_202608_BU04_NA,2026-08-31,BU04,North America,USD,203.6,40.49,15.83,0.2478,19.77,-39.3,53.91,FY2026 Annual Budget
BP_202608_BU05_APAC,2026-08-31,BU05,Asia Pacific,USD,171.18,58.06,6.02,0.2262,12.08,3.82,30.39,FY2026 Annual Budget
BP_202608_BU05_EU,2026-08-31,BU05,Europe,USD,108.55,34.94,3.89,0.2586,7.66,2.33,16.92,FY2026 Annual Budget
BP_202608_BU05_LATAM,2026-08-31,BU05,Latin America,USD,55.75,17.82,1.98,0.2721,3.94,1.35,8.22,FY2026 Annual Budget
BP_202608_BU05_NA,2026-08-31,BU05,North America,USD,219.79,72.9,7.81,0.2483,15.51,4.15,37.08,FY2026 Annual Budget
BP_202609_BU01_APAC,2026-09-30,BU01,Asia Pacific,USD,329.17,105.33,11.85,0.2261,24.94,30.51,28.74,FY2026 Annual Budget
BP_202609_BU01_EU,2026-09-30,BU01,Europe,USD,203.75,61.84,8.09,0.2573,13.33,17.57,17.11,FY2026 Annual Budget
BP_202609_BU01_LATAM,2026-09-30,BU01,Latin America,USD,91.42,27.87,3.57,0.2716,5.98,8.71,6.58,FY2026 Annual Budget
BP_202609_BU01_NA,2026-09-30,BU01,North America,USD,338.36,104.44,13.43,0.2481,22.14,25.09,34.63,FY2026 Annual Budget
BP_202609_BU02_APAC,2026-09-30,BU02,Asia Pacific,USD,158.14,31.47,8.12,0.2267,10.03,10.95,5.2,FY2026 Annual Budget
BP_202609_BU02_EU,2026-09-30,BU02,Europe,USD,169.19,32.26,9.02,0.2568,10.73,9.91,5.65,FY2026 Annual Budget
BP_202609_BU02_LATAM,2026-09-30,BU02,Latin America,USD,79.87,14.61,4.19,0.272,5.07,5.07,1.64,FY2026 Annual Budget
BP_202609_BU02_NA,2026-09-30,BU02,North America,USD,255.92,49.66,13.58,0.2503,16.24,14.19,10.2,FY2026 Annual Budget
BP_202609_BU03_APAC,2026-09-30,BU03,Asia Pacific,USD,118.67,30.23,7.21,0.2261,9.44,5.26,10.33,FY2026 Annual Budget
BP_202609_BU03_EU,2026-09-30,BU03,Europe,USD,137.26,33.92,8.82,0.2576,10.92,5.3,11.23,FY2026 Annual Budget
BP_202609_BU03_LATAM,2026-09-30,BU03,Latin America,USD,46.5,11.22,2.85,0.2724,3.7,2.02,3.22,FY2026 Annual Budget
BP_202609_BU03_NA,2026-09-30,BU03,North America,USD,266.98,65.97,16.73,0.2477,21.24,9.27,23.26,FY2026 Annual Budget
BP_202609_BU04_APAC,2026-09-30,BU04,Asia Pacific,USD,150.22,32.26,10.41,0.2261,14.22,-4.8,17.9,FY2026 Annual Budget
BP_202609_BU04_EU,2026-09-30,BU04,Europe,USD,147.12,24.78,13.33,0.2583,15.14,-8.39,15.07,FY2026 Annual Budget
BP_202609_BU04_LATAM,2026-09-30,BU04,Latin America,USD,61.4,12.1,4.32,0.2725,5.81,-3.05,7.22,FY2026 Annual Budget
BP_202609_BU04_NA,2026-09-30,BU04,North America,USD,223.17,45.84,15.91,0.2478,21.12,-11.8,29.1,FY2026 Annual Budget
BP_202609_BU05_APAC,2026-09-30,BU05,Asia Pacific,USD,175.33,58.21,6.15,0.2262,13.21,7.09,26.13,FY2026 Annual Budget
BP_202609_BU05_EU,2026-09-30,BU05,Europe,USD,111.13,35.01,3.97,0.2586,8.38,4.31,14.29,FY2026 Annual Budget
BP_202609_BU05_LATAM,2026-09-30,BU05,Latin America,USD,57.09,17.97,2.02,0.2721,4.3,2.51,6.82,FY2026 Annual Budget
BP_202609_BU05_NA,2026-09-30,BU05,North America,USD,225.05,72.17,7.98,0.2483,16.96,7.62,31.65,FY2026 Annual Budget
BP_202610_BU01_APAC,2026-10-31,BU01,Asia Pacific,USD,325.57,103.14,12.08,0.2261,24.27,-4.47,62.75,FY2026 Annual Budget
BP_202610_BU01_EU,2026-10-31,BU01,Europe,USD,200.59,61.37,8.21,0.2573,12.88,-3.45,38.26,FY2026 Annual Budget
BP_202610_BU01_LATAM,2026-10-31,BU01,Latin America,USD,90.04,27.32,3.62,0.2716,5.78,-1.72,16.82,FY2026 Annual Budget
BP_202610_BU01_NA,2026-10-31,BU01,North America,USD,333.17,102.5,13.63,0.2481,21.4,-4.65,63.7,FY2026 Annual Budget
BP_202610_BU02_APAC,2026-10-31,BU02,Asia Pacific,USD,175.93,36.81,8.08,0.2267,10.95,30.73,-11.38,FY2026 Annual Budget
BP_202610_BU02_EU,2026-10-31,BU02,Europe,USD,188.11,36.84,8.96,0.2568,11.71,33.71,-15.74,FY2026 Annual Budget
BP_202610_BU02_LATAM,2026-10-31,BU02,Latin America,USD,88.83,17.02,4.17,0.272,5.53,16.59,-8.6,FY2026 Annual Budget
BP_202610_BU02_NA,2026-10-31,BU02,North America,USD,284.58,56.9,13.5,0.2503,17.71,47.7,-19.37,FY2026 Annual Budget
BP_202610_BU03_APAC,2026-10-31,BU03,Asia Pacific,USD,118.77,30.78,7.15,0.2261,9.27,4.12,12.05,FY2026 Annual Budget
BP_202610_BU03_EU,2026-10-31,BU03,Europe,USD,137.31,33.77,8.74,0.2576,10.72,5.42,11.18,FY2026 Annual Budget
BP_202610_BU03_LATAM,2026-10-31,BU03,Latin America,USD,46.53,11.08,2.83,0.2724,3.64,1.9,3.29,FY2026 Annual Budget
BP_202610_BU03_NA,2026-10-31,BU03,North America,USD,267.1,66.68,16.58,0.2477,20.85,10.3,23.12,FY2026 Annual Budget
BP_202610_BU04_APAC,2026-10-31,BU04,Asia Pacific,USD,149.31,31.53,10.46,0.2261,13.87,30.51,-17.61,FY2026 Annual Budget
BP_202610_BU04_EU,2026-10-31,BU04,Europe,USD,146.15,24.15,13.38,0.2583,14.78,38.37,-31.78,FY2026 Annual Budget
BP_202610_BU04_LATAM,2026-10-31,BU04,Latin America,USD,61.02,12.19,4.34,0.2725,5.67,13.88,-9.5,FY2026 Annual Budget
BP_202610_BU04_NA,2026-10-31,BU04,North America,USD,221.73,45.25,15.99,0.2478,20.59,47.39,-29.98,FY2026 Annual Budget
BP_202610_BU05_APAC,2026-10-31,BU05,Asia Pacific,USD,181.32,61.2,6.28,0.2262,11.82,1.9,35.06,FY2026 Annual Budget
BP_202610_BU05_EU,2026-10-31,BU05,Europe,USD,114.86,37.06,4.06,0.2586,7.49,1.16,19.88,FY2026 Annual Budget
BP_202610_BU05_LATAM,2026-10-31,BU05,Latin America,USD,59.04,18.98,2.07,0.2721,3.85,0.68,9.85,FY2026 Annual Budget
BP_202610_BU05_NA,2026-10-31,BU05,North America,USD,232.65,76.26,8.15,0.2483,15.16,2.15,42.04,FY2026 Annual Budget
BP_202611_BU01_APAC,2026-11-30,BU01,Asia Pacific,USD,334.85,106.68,12.3,0.2261,24.82,19.76,40.76,FY2026 Annual Budget
BP_202611_BU01_EU,2026-11-30,BU01,Europe,USD,205.36,64.1,8.33,0.2573,13.1,11.03,25.62,FY2026 Annual Budget
BP_202611_BU01_LATAM,2026-11-30,BU01,Latin America,USD,92.21,27.78,3.67,0.2716,5.88,5.44,9.91,FY2026 Annual Budget
BP_202611_BU01_NA,2026-11-30,BU01,North America,USD,341.14,106.65,13.83,0.2481,21.76,15.91,45.95,FY2026 Annual Budget
BP_202611_BU02_APAC,2026-11-30,BU02,Asia Pacific,USD,198.54,42.59,8.04,0.2267,12.27,27.61,-5.12,FY2026 Annual Budget
BP_202611_BU02_EU,2026-11-30,BU02,Europe,USD,212.17,42.99,8.92,0.2568,13.12,28.0,-6.88,FY2026 Annual Budget
BP_202611_BU02_LATAM,2026-11-30,BU02,Latin America,USD,100.24,20.02,4.15,0.272,6.2,14.32,-4.82,FY2026 Annual Budget
BP_202611_BU02_NA,2026-11-30,BU02,North America,USD,321.04,65.67,13.43,0.2503,19.84,38.05,-5.3,FY2026 Annual Budget
BP_202611_BU03_APAC,2026-11-30,BU03,Asia Pacific,USD,119.46,30.45,7.09,0.2261,9.26,1.59,14.32,FY2026 Annual Budget
BP_202611_BU03_EU,2026-11-30,BU03,Europe,USD,138.03,33.61,8.66,0.2576,10.7,1.0,15.48,FY2026 Annual Budget
BP_202611_BU03_LATAM,2026-11-30,BU03,Latin America,USD,46.79,11.13,2.8,0.2724,3.63,0.46,4.77,FY2026 Annual Budget
BP_202611_BU03_NA,2026-11-30,BU03,North America,USD,268.55,67.71,16.43,0.2477,20.81,1.57,32.63,FY2026 Annual Budget
BP_202611_BU04_APAC,2026-11-30,BU04,Asia Pacific,USD,144.12,29.93,10.51,0.2261,13.29,-4.59,16.84,FY2026 Annual Budget
BP_202611_BU04_EU,2026-11-30,BU04,Europe,USD,140.98,22.46,13.44,0.2583,14.17,-6.44,12.4,FY2026 Annual Budget
BP_202611_BU04_LATAM,2026-11-30,BU04,Latin America,USD,58.89,11.44,4.36,0.2725,5.43,-2.18,6.26,FY2026 Annual Budget
BP_202611_BU04_NA,2026-11-30,BU04,North America,USD,213.93,42.69,16.07,0.2478,19.73,-7.5,23.86,FY2026 Annual Budget
BP_202611_BU05_APAC,2026-11-30,BU05,Asia Pacific,USD,190.98,65.67,6.39,0.2262,10.33,13.41,28.52,FY2026 Annual Budget
BP_202611_BU05_EU,2026-11-30,BU05,Europe,USD,120.92,39.64,4.13,0.2586,6.54,8.23,15.69,FY2026 Annual Budget
BP_202611_BU05_LATAM,2026-11-30,BU05,Latin America,USD,62.17,20.76,2.1,0.2721,3.37,4.76,7.55,FY2026 Annual Budget
BP_202611_BU05_NA,2026-11-30,BU05,North America,USD,244.95,82.14,8.3,0.2483,13.25,14.59,35.97,FY2026 Annual Budget
BP_202612_BU01_APAC,2026-12-31,BU01,Asia Pacific,USD,354.39,114.02,12.54,0.2261,26.42,7.97,56.69,FY2026 Annual Budget
BP_202612_BU01_EU,2026-12-31,BU01,Europe,USD,216.35,66.99,8.46,0.2573,13.89,3.81,34.23,FY2026 Annual Budget
BP_202612_BU01_LATAM,2026-12-31,BU01,Latin America,USD,97.18,29.61,3.73,0.2716,6.24,1.91,14.43,FY2026 Annual Budget
BP_202612_BU01_NA,2026-12-31,BU01,North America,USD,359.44,111.96,14.04,0.2481,23.08,5.53,59.06,FY2026 Annual Budget
BP_202612_BU02_APAC,2026-12-31,BU02,Asia Pacific,USD,202.51,43.83,8.01,0.2267,12.61,31.87,-8.77,FY2026 Annual Budget
BP_202612_BU02_EU,2026-12-31,BU02,Europe,USD,216.29,43.95,8.88,0.2568,13.47,37.47,-16.0,FY2026 Annual Budget
BP_202612_BU02_LATAM,2026-12-31,BU02,Latin America,USD,102.22,20.41,4.13,0.272,6.36,18.23,-8.61,FY2026 Annual Budget
BP_202612_BU02_NA,2026-12-31,BU02,North America,USD,327.32,68.2,13.37,0.2503,20.38,53.18,-19.08,FY2026 Annual Budget
BP_202612_BU03_APAC,2026-12-31,BU03,Asia Pacific,USD,118.97,30.22,7.04,0.2261,9.29,1.47,14.22,FY2026 Annual Budget
BP_202612_BU03_EU,2026-12-31,BU03,Europe,USD,137.38,33.71,8.59,0.2576,10.72,2.42,14.1,FY2026 Annual Budget
BP_202612_BU03_LATAM,2026-12-31,BU03,Latin America,USD,46.59,11.25,2.78,0.2724,3.64,0.81,4.49,FY2026 Annual Budget
BP_202612_BU03_NA,2026-12-31,BU03,North America,USD,267.33,66.84,16.29,0.2477,20.86,4.84,28.62,FY2026 Annual Budget
BP_202612_BU04_APAC,2026-12-31,BU04,Asia Pacific,USD,134.59,27.2,10.56,0.2261,12.5,2.14,8.8,FY2026 Annual Budget
BP_202612_BU04_EU,2026-12-31,BU04,Europe,USD,131.59,20.35,13.49,0.2583,13.31,4.7,0.57,FY2026 Annual Budget
BP_202612_BU04_LATAM,2026-12-31,BU04,Latin America,USD,54.99,10.36,4.38,0.2725,5.11,1.75,1.87,FY2026 Annual Budget
BP_202612_BU04_NA,2026-12-31,BU04,North America,USD,199.71,39.48,16.14,0.2478,18.55,6.89,8.26,FY2026 Annual Budget
BP_202612_BU05_APAC,2026-12-31,BU05,Asia Pacific,USD,197.28,68.82,6.5,0.2262,10.18,2.05,42.49,FY2026 Annual Budget
BP_202612_BU05_EU,2026-12-31,BU05,Europe,USD,124.85,41.31,4.2,0.2586,6.45,1.28,23.98,FY2026 Annual Budget
BP_202612_BU05_LATAM,2026-12-31,BU05,Latin America,USD,64.21,21.52,2.14,0.2721,3.32,0.74,12.19,FY2026 Annual Budget
BP_202612_BU05_NA,2026-12-31,BU05,North America,USD,252.95,83.51,8.43,0.2483,13.07,2.36,49.44,FY2026 Annual Budget
